,Text,Language
1509,"నిన్న నేను అన్ లాక్-1 అనుభవాల గురించి 21 రాష్ర్టాలు, కేంద్రపాలిత ప్రాంతాల ప్రతినిధులతో సవివరంగా చర్చించాను.",Telugu
1259,ಮೂಲ ಶುಭಾಶಯಗಳು ಅದು ಹೇಗೆ ನಡೆಯುತ್ತಿದೆ?,Kannada
1965,నోయిడా : ఉత్తరప్రదేశ్‌లోని గ్రేటర్‌ నోయిడాలో యమునా ఎక్స్‌ప్రెస్‌వేపై ఘోర రోడ్డు ప్రమాదం చోటు చేసుకుంది.,Telugu
92,സാമാന്യം പൂർണ്ണമായ ഉള്ളടക്കവും കൃത്യതയും ഉള്ള ലേഖനങ്ങളെ ആണ് തിരഞ്ഞെടുത്ത ലേഖനങ്ങളാവാൻ സമർപ്പിക്കുക.,Malayalam
259,എന്നാൽ ഒരു പരിഹാരത്തിലും പ്രശ്‌നകരമായ ഒരു സാഹചര്യത്തിലായിരിക്കുക എന്നല്ല അർത്ഥമാക്കുന്നത് ഒരു പരിഹാരത്തിനുപകരം നിങ്ങൾക്ക് ഉപയോഗിക്കാൻ കഴിയുന്ന മറ്റ് വാക്കുകൾ ഞാൻ ഒരു സൂപ്പിലോ അല്ലെങ്കിൽ ഞാൻ ഞാൻ ഒരു കുഴപ്പത്തിലാണ് അല്ലെങ്കിൽ ഞാൻ ശല്യപ്പെടുത്തുന്ന സ്ഥലത്താണ് അല്ലെങ്കിൽ ഞാൻ ഒരു സ്ഥലത്താണ് സ്മാർട്ട് പദം നമ്പർ 7 എന്നത് ഫ്ലമ്മോക്സ് ഫ്ലമ്മോക്സ് എന്നാൽ ആരെയെങ്കിലും ആശയക്കുഴപ്പത്തിലാക്കുക എന്നതാണ്.,Malayalam
281,നിങ്ങൾ ഒരു ടെലിഫോൺ കോളിൽ ഉപയോഗിക്കാൻ മികച്ച വാക്കുകൾ തിരയുന്നുവെങ്കിൽ ഞാൻ ഒരു വീഡിയോയിലേക്ക് ഒരു ലിങ്ക് ഇടുന്നു.,Malayalam
1785,40 మంది సీఆర్పీఎఫ్ జవానులు ఈ దాడిలో ప్రాణాలు కోల్పోయారు.,Telugu
917,"""எனக்குத் தெரியாது"" என்று கூறுகிறார்.",Tamil
1763,"భారత మాజీ ప్రధాని పీవీ నర్సింహారావు కుమార్తె, టీఆర్ఎస్ ఎమ్మెల్సీ అభ్యర్థి సురభి వాణీదేవి సీఎం కేసీఆర్‌పై ప్రశంసల వర్షం కురిపించారు.",Telugu
1031,"மாயாஜால மனிதர்களாக இருந்திருந்தால், டெர்சி மெல்லி பற்றி நாசீஸின் தாய்க்கு எதுவும் தெரியாது ஓ, உங்களைப் பார்ப்பது மிகவும் நல்லது, இது மிக நீண்ட காலமாக உள்ளது ' நீங்கள் எப்படி இருந்தீர்கள், நான் மிகவும் நன்றாக இருந்திருக்கிறேன், என் மகள் நர்சிசா மட்டும் இன்னும் கொஞ்சம் புரிந்துகொண்டிருந்தால் மரியான் மெல்லி மற்றும் டெர்ரியைப் பற்றி நர்சிசாவைப் பற்றி சொன்னாள், அவள் எப்படி கவலைப்படுகிறாள், அவள் சாப்பிட விரும்புகிறாள் தங்கத்தால் செய்யப்பட்ட ரொட்டி அவள் கனவு நனவாகும் பட்சத்தில் நான் அவளை என்ன செய்வது?",Tamil
154,വിക്കിപീഡിയ ഇവരെ തടയുന്നില്ല.,Malayalam
2020,తండ్రి నిలదీయడంతో ఆత్మహత్య,Telugu
751,மிகவும் சரளமாக ஒலிக்க அந்த ரகசிய உதவிக்குறிப்பை நான் உங்களுக்கு தருகிறேன்.,Tamil
2011,వివరంగా తెలుపగలరు.,Telugu
1359,ಚೀರ್ಸ್ ನಾನು ಅದನ್ನು ನಿಜವಾಗಿಯೂ ಪ್ರಶಂಸಿಸುತ್ತೇನೆ.,Kannada
1440,హైదరాబాద్‌కు మరో భారీ వర్షం సూచనలున్నాయని వాతావరణ శాఖ హెచ్చరించింది.,Telugu
1676,భారీ ట్రాఫిక్‌ జామ్‌ కూడా అయింది.,Telugu
1539,"ఇటీవల షారుక్‌ ఖాన్‌, అనుష్క నటించిన జీరో అనే సినిమాలో ఓ కీలకపాత్రలో నటించింది.",Telugu
1734,సాధారణంగా ఆడవాళ్లు వయసులో తమకంటే చాలా పెద్ద వారయిన మగాళ్లని పెళ్లాడుతూ వుంటారు.,Telugu
912,மீண்டும் கேட்கிறது.,Tamil
801,"ஒரு சொற்றொடரின் ஒரு பகுதியை நீங்கள் பிடிக்கவில்லையா என்று கேட்க மற்றொரு வழி, கடைசி வார்த்தையை நான் பிடிக்கவில்லை என்று நீங்கள் கூறலாம்.",Tamil
1245,ಇದೀಗ.,Kannada
59,എഴുതുന്ന കാര്യങ്ങൾക്കെല്ലാം തെളിവുകൾ വേണം എന്നതുകൊണ്ട് എല്ലാവരികൾക്കും ഉറവിടം ചേർത്തുകൊള്ളണം എന്നില്ല.,Malayalam
1162,ಮತ್ತು ನೀವು ಇಲ್ಲಿ ಏನು ಮಾಡುತ್ತಿದ್ದೀರಿ ಎಂಬುದರಂತೆ ನೀವು ಇಲ್ಲಿ ಏನು ಮಾಡುತ್ತಿದ್ದೀರಿ?,Kannada
149,വിക്കിപീഡിയയിൽ ഉപയോക്താക്കൾക്ക് ലോഗിൻ ചെയ്ത് തിരുത്തലുകൾ നടത്താൻ സൗകര്യമുണ്ട്.,Malayalam
1714,ఇలాంటి దారుణాలు దేశంలో గతంలో ఎన్నో జరిగాయి.,Telugu
1935,ఇటీవల జరిగిన వైమానిక సంఘర్షణలో ఎఫ్-16 యుద్ధ విమానాలను పాకిస్తాన్ ఉపయోగించినట్టుగా తమ వద్ద ఉన్న సాక్ష్యాధారాలను అమెరికాకు తెలియజేశామని తెలిపాయి.,Telugu
931,ஒப்புக்கொள்வது மற்றும் உடன்படவில்லை.,Tamil
1890,ప్రలోభాలకు గురి చేయరాదు.,Telugu
1276,ಅದು ಒಳ್ಳೆಯ ಪ್ರಶ್ನೆ.,Kannada
6,സൗരയൂഥത്തിൽ സൂര്യനിൽ നിന്ന് മൂന്നാം സ്ഥാനമാണ് ഭൂമിക്ക് ഉള്ളത്.,Malayalam
1047,நீ சாப்பிடு.,Tamil
749,உங்கள் நண்பர்கள் நான் மிகவும் மந்தமாக உணர்கிறேன்.,Tamil
234,"അസൈൻമെന്റുകളിൽ ഞാൻ വ്യാമോഹിതനാണ് സ്മാർട്ട് വേഡ് നമ്പർ രണ്ട് ക്യാച്ച് -22 ആണ്, ഇപ്പോൾ എനിക്ക് ഉറപ്പുണ്ട് ' ക്യാച്ച് -22 ന് മുമ്പ് ഈ വാക്ക് ഞങ്ങൾ കേട്ടിട്ടുണ്ട്, നിങ്ങൾ അസാധ്യമായ ഒരു സാഹചര്യത്തെ അർത്ഥമാക്കുന്നു, അതിൽ നിങ്ങൾ മറ്റൊന്ന് ചെയ്തിട്ടില്ലെങ്കിൽ നിങ്ങൾക്ക് മറ്റൊന്ന് ചെയ്യാൻ കഴിയില്ല, കാരണം നിങ്ങൾ ആദ്യത്തേത് ചെയ്തിട്ടില്ല.",Malayalam
1423,ಅವಳು ಮನೆಯಲ್ಲಿ ಕುಳಿತಿದ್ದ ತನ್ನ ತಾಯಿಯನ್ನು ತಬ್ಬಿಕೊಳ್ಳಲು ಓಡಿಹೋದಳು ಅಥವಾ ಸಹೋದರಿ ಓ ನನ್ನ ಸಿಹಿ ಮಗಳು ನಾನು ಮತ್ತೆ ನಿನ್ನನ್ನು ನೋಡುವುದಿಲ್ಲ ಎಂದು ನಾನು ಭಾವಿಸಿದೆ.,Kannada
164,ഓണത്തെപ്പറ്റി പത്തുവാചകം എഴുതാൻപോരുന്നവരാ‍യാൽ വിക്കിയിലേക്കും എന്തെങ്കിലും ഒക്കെ സംഭാവന ചെയ്യാം.,Malayalam
293,അതിനാൽ നിങ്ങൾ യാത്ര ആരംഭിക്കാൻ പോകുകയാണെങ്കിൽ.,Malayalam
166,വിക്കിഎഴുതുന്നതെല്ലാം പെർഫക്റ്റാവണം എന്ന വാശി ആർക്കും വേണ്ട; പുറകേ വരുന്നവർ തിരുത്തിക്കോളും അല്ലെങ്കിൽ കൂട്ടിച്ചേർത്തോളും എന്ന അവബോധം വിക്കിയിൽ എഴുതുന്ന സാധാരണ ഉപയോക്താക്കൾക്ക് വലിയൊരാത്മവിശ്വാസം നൽകുന്നുണ്ട്‌.,Malayalam
414,"ഇത് വളരെ സന്തോഷവാനാണ്, ഇത് ഇംഗ്ലീഷിലെ 50 വാക്യങ്ങൾ ഈ വീഡിയോ ലൈക്ക് ചെയ്ത് നിങ്ങൾക്ക് കൂടുതൽ രസകരമായ ശൈലികൾ അറിയാമെങ്കിൽ ചുവടെ അഭിപ്രായമിടുന്നതിലൂടെ ഇത് സഹായകരമാണോ എന്ന് എന്നെ അറിയിക്കുക.",Malayalam
1939,ఓపెనర్లు ఇద్దరూ హాఫ్ సెంచరీలు సాధించారు.,Telugu
1788,"అందమైన వాటర్ పార్కు చికో ,కొబ్బరి మరియు మామిడి చెట్ల తోటలతో ఉంటుంది",Telugu
1873,గాయకులూ గానము చేయుచుండిరి.,Telugu
1525,మెమోరీ 256 జిబి వరకు విస్తరించుకోవచ్చు.,Telugu
